latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
48.18596,-64.92393,303.37,0.4,0.6,2024-08-12,05:27,N21,nominal,2.0NRT,287.67,1.29,N
48.18584,-64.92382,307.48,0.54,0.51,2024-08-12,07:07,N21,nominal,2.0NRT,288.39,2.33,N
45.27915,-66.01309,301.83,0.58,0.52,2024-08-12,07:07,N21,nominal,2.0NRT,287.98,1.63,N
45.27979,-66.0145,303.2,0.58,0.52,2024-08-12,07:07,N21,nominal,2.0NRT,288.22,1.67,N
41.63542,-87.13723,324.44,0.49,0.49,2024-08-12,07:09,N21,nominal,2.0NRT,289.49,5.12,N
45.30481,-74.99324,309.87,0.4,0.37,2024-08-12,07:09,N21,nominal,2.0NRT,284.07,1.23,N
46.52255,-84.3784,349.82,0.41,0.45,2024-08-12,07:09,N21,nominal,2.0NRT,286.84,4.76,N
46.52208,-84.37302,340.92,0.41,0.45,2024-08-12,07:09,N21,nominal,2.0NRT,286.15,4.73,N
46.5216,-84.36768,303.29,0.41,0.45,2024-08-12,07:09,N21,nominal,2.0NRT,284.56,4.73,N
46.51844,-84.37916,311.62,0.41,0.45,2024-08-12,07:09,N21,nominal,2.0NRT,285.13,4.76,N
46.51575,-84.3959,324.87,0.41,0.45,2024-08-12,07:09,N21,nominal,2.0NRT,283.96,3.93,N
46.72887,-92.08193,298.73,0.48,0.65,2024-08-12,07:09,N21,nominal,2.0NRT,285.38,1.93,N
46.72874,-92.07565,309.99,0.48,0.65,2024-08-12,07:09,N21,nominal,2.0NRT,286.37,1.93,N
46.14944,-94.79062,296.77,0.65,0.73,2024-08-12,07:09,N21,nominal,2.0NRT,280.6,0.96,N
45.07124,-83.40428,316.04,0.54,0.42,2024-08-12,07:09,N21,nominal,2.0NRT,286.25,3.58,N
45.07012,-83.4046,313.01,0.54,0.42,2024-08-12,07:09,N21,nominal,2.0NRT,284.79,2.9,N
