latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46.49085,-81.03009,318.72,0.69,0.74,2024-08-15,06:12,N21,nominal,2.0NRT,285.91,4.9,N
48.25234,-79.01992,298.46,0.56,0.69,2024-08-15,06:12,N21,nominal,2.0NRT,287.03,1.18,N
48.24982,-79.02208,304.12,0.56,0.69,2024-08-15,06:12,N21,nominal,2.0NRT,286.81,1.39,N
48.18763,-64.92365,301.93,0.42,0.38,2024-08-15,06:12,N21,nominal,2.0NRT,286.55,1.51,N
46.49106,-81.03347,334.35,0.69,0.74,2024-08-15,06:12,N21,nominal,2.0NRT,287.06,8.37,N
46.49081,-81.03902,307.46,0.69,0.74,2024-08-15,06:12,N21,nominal,2.0NRT,285.94,4.9,N
44.05225,-77.12127,303.08,0.43,0.62,2024-08-15,06:12,N21,nominal,2.0NRT,287.5,1.61,N
44.05439,-77.12312,303.5,0.43,0.62,2024-08-15,06:12,N21,nominal,2.0NRT,287.52,1.47,N
45.11121,-73.01104,300.07,0.54,0.51,2024-08-15,06:12,N21,nominal,2.0NRT,287.29,1.43,N
45.33826,-73.52273,295.92,0.58,0.52,2024-08-15,06:12,N21,nominal,2.0NRT,284.07,0.64,N
45.64228,-73.52332,302.91,0.58,0.52,2024-08-15,06:12,N21,nominal,2.0NRT,291.7,1.66,N
45.27962,-66.01258,306.49,0.42,0.38,2024-08-15,06:12,N21,nominal,2.0NRT,289.91,1.51,N
45.27823,-66.01145,305.56,0.42,0.38,2024-08-15,06:12,N21,nominal,2.0NRT,289.28,2.38,N
46.04178,-73.13937,303.14,0.56,0.52,2024-08-15,06:12,N21,nominal,2.0NRT,289.53,1.12,N
39.58877,-75.63565,312.84,0.33,0.55,2024-08-15,06:14,N21,nominal,2.0NRT,293.76,1.81,N
39.93769,-76.81325,299.45,0.38,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,287.19,1.21,N
39.93794,-76.81776,308.56,0.38,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,287.77,1.21,N
39.94607,-76.76786,299.88,0.38,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,287.88,0.81,N
39.93956,-76.81704,315.49,0.38,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,288.5,2.73,N
39.96082,-76.59579,299.3,0.37,0.58,2024-08-15,06:14,N21,nominal,2.0NRT,287.27,0.66,N
40.31025,-80.60954,311.3,0.62,0.71,2024-08-15,06:14,N21,nominal,2.0NRT,288.44,2.78,N
40.30188,-79.88086,298.51,0.57,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,288.15,1.11,N
40.22783,-76.83942,311.12,0.39,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,288.69,1.21,N
40.22808,-76.84402,301.41,0.39,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,289,1.21,N
40.39041,-79.8577,329.93,0.56,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,290.68,3.99,N
40.15329,-74.77049,307.15,0.6,0.53,2024-08-15,06:14,N21,nominal,2.0NRT,289.5,1.55,N
40.39299,-79.86119,309.63,0.56,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,290.08,6.01,N
40.39284,-79.85448,339.2,0.56,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,289.72,6.01,N
40.53202,-78.89474,302.2,0.5,0.66,2024-08-15,06:14,N21,nominal,2.0NRT,284.19,1.24,N
40.74951,-81.43975,301.3,0.69,0.74,2024-08-15,06:14,N21,nominal,2.0NRT,286.92,1.53,N
40.75638,-81.43993,298.23,0.69,0.74,2024-08-15,06:14,N21,nominal,2.0NRT,287.87,1.53,N
40.67148,-76.37913,302.05,0.37,0.58,2024-08-15,06:14,N21,nominal,2.0NRT,286.57,0.79,N
40.63591,-74.22184,306.69,0.56,0.52,2024-08-15,06:14,N21,nominal,2.0NRT,292.8,3.41,N
40.63659,-74.22115,304.79,0.56,0.52,2024-08-15,06:14,N21,nominal,2.0NRT,292.44,3.11,N
40.72701,-75.30271,301.12,0.32,0.55,2024-08-15,06:14,N21,nominal,2.0NRT,288.19,0.52,N
40.8944,-77.71061,323.78,0.44,0.62,2024-08-15,06:14,N21,nominal,2.0NRT,286.92,3.26,N
40.85583,-75.2635,301.32,0.32,0.55,2024-08-15,06:14,N21,nominal,2.0NRT,288.9,0.63,N
40.97502,-76.81527,326.22,0.39,0.59,2024-08-15,06:14,N21,nominal,2.0NRT,286.57,3.1,N
40.83055,-72.95217,298.84,0.49,0.48,2024-08-15,06:14,N21,nominal,2.0NRT,288.62,0.46,N
41.2175,-80.50876,297.84,0.62,0.71,2024-08-15,06:14,N21,nominal,2.0NRT,287.31,1.15,N
41.44851,-81.678,310.1,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,289.34,2.12,N
41.45546,-81.67815,315.13,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,289.71,3.11,N
41.46241,-81.67825,309.67,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,290.86,3.11,N
41.44786,-81.68001,301.41,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,288.86,2.39,N
41.45481,-81.68011,315.2,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,289.55,2.39,N
41.46177,-81.68014,310.1,0.71,0.75,2024-08-15,06:14,N21,nominal,2.0NRT,290.66,3.05,N
41.74875,-71.10822,299.02,0.4,0.44,2024-08-15,06:14,N21,nominal,2.0NRT,288.23,0.64,N
42.70394,-78.33482,300.35,0.48,0.65,2024-08-15,06:14,N21,nominal,2.0NRT,283.72,1.21,N
42.80267,-80.09506,312.66,0.6,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,289.5,5.36,N
42.80276,-80.10249,321.71,0.6,0.71,2024-08-15,06:14,N21,nominal,2.0NRT,289.5,7.6,N
42.80917,-80.09489,311.33,0.6,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,289.17,2.98,N
42.9408,-82.41505,298.56,0.79,0.78,2024-08-15,06:14,N21,nominal,2.0NRT,287.87,1.45,N
43.26565,-79.80244,308.44,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,289.71,5.1,N
43.26577,-79.80962,330.33,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,291.73,5.1,N
43.27208,-79.80232,305.66,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,291.16,2.61,N
43.2722,-79.80945,301.73,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,290.6,2.61,N
43.27197,-79.79521,321.13,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,290.36,4.07,N
43.26676,-79.80338,322.12,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,290.52,8.14,N
43.26684,-79.81059,324.41,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,291.54,8.58,N
43.27319,-79.80325,302.96,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,290.86,3.32,N
43.27311,-79.79614,324.79,0.58,0.7,2024-08-15,06:14,N21,nominal,2.0NRT,290.86,3.32,N
43.49158,-79.62543,301.71,0.57,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,289.81,0.92,N
40.39022,-79.85093,306.66,0.56,0.69,2024-08-15,06:14,N21,nominal,2.0NRT,287.98,3.99,N
36.35256,-76.8075,301.7,0.36,0.57,2024-08-15,06:14,N21,nominal,2.0NRT,289.73,1.07,N
36.35284,-76.81148,302.41,0.36,0.57,2024-08-15,06:14,N21,nominal,2.0NRT,291.28,1.07,N
36.35782,-76.80705,315.16,0.36,0.57,2024-08-15,06:14,N21,nominal,2.0NRT,290.22,1.07,N
36.35291,-76.81474,302.39,0.36,0.57,2024-08-15,06:14,N21,nominal,2.0NRT,290.76,0.86,N
36.35768,-76.80632,319.99,0.36,0.57,2024-08-15,06:14,N21,nominal,2.0NRT,290.34,3.24,N
36.46168,-77.93146,300.9,0.41,0.61,2024-08-15,06:14,N21,nominal,2.0NRT,288.75,0.42,N
36.60448,-76.1646,299.9,0.33,0.55,2024-08-15,06:14,N21,nominal,2.0NRT,288.51,0.7,N
37.96257,-81.33843,299.12,0.66,0.73,2024-08-15,06:14,N21,nominal,2.0NRT,287.74,1.1,N
38.38979,-77.82664,298.35,0.42,0.61,2024-08-15,06:14,N21,nominal,2.0NRT,287.36,0.46,N
38.77869,-79.395,301.17,0.52,0.67,2024-08-15,06:14,N21,nominal,2.0NRT,285.78,1.06,N
39.07707,-79.69002,296.06,0.54,0.68,2024-08-15,06:14,N21,nominal,2.0NRT,285.45,0.59,N
39.42362,-74.54457,299.03,0.57,0.52,2024-08-15,06:14,N21,nominal,2.0NRT,287.86,0.56,N
39.58369,-75.63619,303.6,0.33,0.55,2024-08-15,06:14,N21,nominal,2.0NRT,291.73,1.23,N
35.50276,-80.33127,307.16,0.56,0.69,2024-08-15,06:16,N21,nominal,2.0NRT,288.5,1.76,N
33.93749,-78.62881,301.11,0.43,0.62,2024-08-15,06:16,N21,nominal,2.0NRT,287.39,0.92,N
33.00436,-79.88049,305.67,0.5,0.66,2024-08-15,06:16,N21,nominal,2.0NRT,287.25,2.19,N
33.01071,-79.88546,303.72,0.5,0.66,2024-08-15,06:16,N21,nominal,2.0NRT,286.92,1.74,N
35.51513,-77.76699,344.59,0.4,0.6,2024-08-15,06:16,N21,nominal,2.0NRT,291.09,4.99,N
35.50574,-80.33091,305.75,0.56,0.69,2024-08-15,06:16,N21,nominal,2.0NRT,288.04,2.19,N
35.34087,-80.82837,300.16,0.59,0.7,2024-08-15,06:16,N21,nominal,2.0NRT,287.39,0.89,N
23.13882,-81.71875,328.32,0.53,0.67,2024-08-15,06:18,N21,nominal,2.0NRT,289.47,3.92,N
26.2797,-80.15359,305.17,0.45,0.63,2024-08-15,06:18,N21,nominal,2.0NRT,290.75,3.45,N
28.30261,-82.26829,305.56,0.64,0.72,2024-08-15,06:18,N21,nominal,2.0NRT,287.89,1.51,N
22.1858,-80.52984,307.07,0.43,0.62,2024-08-15,06:20,N21,nominal,2.0NRT,292.58,1.79,N
18.01449,-76.84657,307.45,0.44,0.46,2024-08-15,06:20,N21,nominal,2.0NRT,294.46,2.34,N
45.10896,-73.0129,298.05,0.45,0.63,2024-08-15,07:52,N21,nominal,2.0NRT,285.82,0.94,N
